dog_facilities_name,dog_facilities_type,address_name,new_type
애완용품을부탁해 마석점,반려동물용품,남양주 화도읍,미용
펫스튜어드본점,동물사료제조,남양주 화도읍,용품
슈나애견미용,반려동물미용,남양주 화도읍,미용
강아지예뻐지는곳,반려동물미용,남양주 화도읍,미용
펫프렌즈 애견미용,반려동물미용,남양주 화도읍,미용
윤슬독,애견훈련,남양주 화도읍,위탁
내새끼닷컴,반려동물,남양주 화도읍,용품
한국사료,동물사료제조,남양주 화도읍,용품
토탈라이프,반려동물용품,남양주 화도읍,미용
딜라이트,동물사료제조,남양주 화도읍,용품
이규로동물병원,기타,남양주 화도읍,병원
장보는강아지와고양이 남양주점,애견용품,남양주 화도읍,용품
캠성,인터넷상거래,남양주 화도읍,용품
호랑이 약국,약국,남양주 화도읍,약국
맑은샘약국,약국,남양주 화도읍,약국
마석정문약국,약국,남양주 화도읍,약국
5층온누리약국,약국,남양주 화도읍,약국
펫디아,종합도소매,남양주 화도읍,용품
강아지와고양이아울렛 묵현무인점,애견용품,남양주 화도읍,용품
해밀정원,"가구,인테리어",남양주 화도읍,용품
펫앤바이오,애견사료,남양주 화도읍,용품
신화디자인,애견용품,남양주 화도읍,용품
제이디에이치산업,종합도소매,남양주 화도읍,용품
페디슨,종합도소매,남양주 화도읍,용품
디렉터스,종합도소매,남양주 화도읍,용품
멍바이멍반려견유치원,반려동물,남양주 호평동,위탁
꼬모의 산책,반려동물미용,남양주 호평동,미용
댕댕살롱,반려동물미용,남양주 수동면,미용
몽스파,반려동물미용,남양주 호평동,미용
애견돌봄원,반려동물,남양주 진건읍,위탁
dog조아,반려동물미용,남양주 진건읍,미용
댕글,반려동물미용,남양주 진건읍,미용
진건동물병원,동물병원,남양주 진건읍,병원
원약국,약국,남양주 진건읍,약국
늘건강약국,약국,남양주 진건읍,약국
렙타일팜,반려동물분양,남양주 진건읍,위탁
돌돌샵,반려동물미용,남양주 진건읍,미용
딩동댕애견학교,애견훈련,남양주 진건읍,위탁
러블리독,반려동물미용,남양주 진건읍,미용
강아지생각,애견훈련,남양주 진건읍,위탁
모모펫,반려동물,남양주 진건읍,미용
선바이오텍,동물사료제조,남양주 진건읍,용품
렉사앤모런,금속가공제품제조,남양주 진건읍,용품
펫링크,애플리케이션개발,남양주 진건읍,용품
맘스펫 다산애견미용 호텔 가위컷,반려동물미용,남양주 다산동,미용
스텔라동물의료센터,동물병원,남양주 다산동,병원
마음담은동물병원,동물병원,남양주 다산동,병원
한강동물메디컬센터,동물병원,남양주 퇴계원읍,병원
다산마리동물병원,동물병원,남양주 다산동,병원
멍문살롱,반려동물미용,남양주 다산동,미용
멍카데미 구 도그베이 애견 호텔 애견 유치원 애견 훈련,,남양주 다산동,위탁
파충류샵 헬로게코,반려동물분양,남양주 다산동,위탁
개이뻐,반려동물미용,남양주 다산동,미용
동물한의원 부영동물병원,동물병원,남양주 다산동,병원
바른동물병원,동물병원,남양주 평내동,병원
킨더라스 다산점,반려동물,남양주 다산동,위탁
쌀강아지 다산애견미용실,반려동물미용,남양주 다산동,미용
친구가 될 동물병원,동물병원,남양주 다산동,병원
디스타일,반려동물미용,남양주 다산동,미용
니블 유치원,반려동물호텔,남양주 다산동,위탁
몽띠끄,반려동물미용,남양주 다산동,미용
자연앤동물병원,동물병원,남양주 다산동,병원
멍뭉유치원 다산점,반려동물,남양주 다산동,위탁
견생냥품 무인24시 남양주 다산역점,반려동물용품,남양주 다산동,미용
호평동물병원,동물병원,남양주 호평동,병원
다산마스터동물의료센터,동물병원,남양주 다산동,병원
그루봄,반려동물미용,남양주 호평동,미용
나랑애견유치원,반려동물,남양주 다산동,위탁
댕꼬미 강아지분양 애견목욕 남양주진접오남점,반려동물미용,남양주 오남읍,미용
365드림약국,약국,남양주 호평동,약국
멍냥의민족 다산점,반려동물용품,남양주 다산동,미용
이쁜강아지,반려동물미용,남양주 퇴계원읍,미용
메이그루밍,반려동물미용,남양주 다산동,미용
두부두부 캣묭실,반려동물미용,남양주 다산동,미용
오픈독하우스,반려동물,남양주 금곡동,위탁
행복한강아지,반려동물미용,남양주 평내동,미용
맘스펫 다산 애견미용 호텔 가위컷,반려동물분양,남양주 다산동,위탁
크레버디,반려동물분양,남양주 평내동,위탁
오남동물병원,동물병원,남양주 오남읍,병원
독앤바버,반려동물미용,남양주 오남읍,미용
아무도없개 오남점,반려동물용품,남양주 오남읍,미용
도그도감,반려동물미용,남양주 오남읍,미용
퍼피조아,반려동물미용,남양주 오남읍,미용
몽글펫,반려동물미용,남양주 오남읍,미용
아이앤지메딕스,제조업,남양주 오남읍,용품
스마트약국,약국,남양주 호평동,약국
바오아트스튜디오,"미술,공예품",남양주 호평동,미용
홍지연애견샵,반려동물미용,남양주 퇴계원읍,미용
반하개,반려동물미용,남양주 퇴계원읍,미용
멍멍s 패밀리,반려동물미용,남양주 퇴계원읍,미용
한강동물약품,축산업용품,남양주 퇴계원읍,용품
라움헤어,미용실,남양주 퇴계원읍,미용
미엘약국,약국,남양주 퇴계원읍,약국
24시위드힐동물메디컬센터,동물병원,남양주 별내동,병원
본바른동물병원,동물병원,남양주 별내동,병원
펫마트 별내점,반려동물용품,남양주 별내동,미용
플랜티멀,반려동물분양,남양주 별내동,위탁
별사랑동물병원,동물병원,남양주 별내동,병원
몽톡펫살롱,반려동물미용,남양주 별내동,미용
햄스터분양 로던트클럽 남양주점,반려동물분양,남양주 별내동,위탁
올리비아 애견미용,반려동물미용,남양주 별내동,미용
별내동물병원,동물병원,남양주 별내동,병원
올리스24 남양주별내점,반려동물미용,남양주 별내동,미용
우리개,반려동물미용,남양주 별내동,미용
리틀원유치원,반려동물호텔,남양주 별내동,위탁
스타동물병원,동물병원,남양주 별내동,병원
어서오개,반려동물미용,남양주 별내동,미용
오르네,반려동물미용,남양주 별내동,미용
포썸,반려동물용품,남양주 별내동,미용
멍블라썸,반려동물미용,남양주 별내동,미용
야옹아 멍멍해봐 남양주 별내점,반려동물용품,남양주 별내동,미용
꽁냥꽁냥,반려동물미용,남양주 별내동,미용
꼼꼬미애견미용,반려동물미용,남양주 별내동,미용
몽글 그루밍,반려동물미용,남양주 별내동,미용
펫츠야,반려동물용품,남양주 별내동,미용
베이지앤브라운,반려동물미용,남양주 별내동,미용
지켜줄개,반려동물미용,남양주 별내동,미용
헬로마이펫,반려동물,남양주 별내동,약국
엘림랜드,동물사료제조,남양주 별내동,용품
아쿠아파크&샌드플레이,"키즈카페,실내놀이터",남양주 별내동,위탁
별내이마트약국,약국,남양주 별내동,약국
멸치앤펫 별내점,애견용품,남양주 별내동,용품
별내고운약국,약국,남양주 별내동,약국
별빛약국,약국,남양주 별내동,약국
별내중앙약국,약국,남양주 별내동,약국
팝애니랩,"검사,분석,조사",남양주 별내동,용품
좋은나무,종합도소매,남양주 별내동,용품
정명글로벌,애견사료,남양주 별내동,용품
멍냥힐,반려동물용품,남양주 별내면,미용
펫조이 별내 애견호텔 애견유치원,반려동물호텔,남양주 별내면,위탁
21세기청학보건당약국,약국,남양주 별내면,약국
청학동물병원,동물병원,남양주 별내면,병원
켈베로스,애견훈련,남양주 별내면,위탁
멍뭉이발소,반려동물미용,남양주 별내면,미용
간식먹자,반려동물용품,남양주 별내면,미용
비루개,"카페,디저트",남양주 별내면,용품
올피쉬코리아,수족관,남양주 별내면,위탁
예원펫,종합도소매,남양주 별내면,용품
미담 동물 의료센터,동물병원,남양주 별내동,병원
엘라 애견유치원&애견미용,반려견놀이터,남양주 별내동,위탁
멍뭉유치원 별내점,반려동물,남양주 별내동,위탁
크레세오,반려동물분양,남양주 별내동,위탁
견생냥품 무인24시 별내 별가람역점,반려동물용품,남양주 별내동,미용
햇빛동물병원,동물병원,남양주 별내동,병원
아무도없개 어룡역점,반려동물용품,남양주 진접읍,미용
별이네펫,반려동물호텔,남양주 별내동,위탁
마석보호소 봉사신청,동물보호단체,남양주 수동면,위탁
인생약국,약국,남양주 수동면,약국
푸른솔애견호텔,반려동물호텔,남양주 수동면,위탁
스터디독스쿨,애견훈련,남양주 수동면,애견훈련
어스몬,반려동물용품,남양주 수동면,미용
펫앤수,반려동물,남양주 수동면,용품
남양주야생동물관리센터,금속가공제품제조,남양주 수동면,용품
성모메디칼약국,약국,남양주 수동면,약국
펫노리,애견용품,남양주 수동면,용품
에이펙스,애견사료,남양주 수동면,용품
애견깍새,반려동물미용,남양주 호평동,미용
올리브약국,약국,남양주 호평동,약국
앵무새촌,동물원,남양주 조안면,위탁
익스트림 어질리티클럽,애견훈련,남양주 조안면,위탁
도기파파반려견학교,애견훈련,남양주 조안면,위탁
한국애견학교,애견훈련,남양주 조안면,위탁
도기존애견훈련학교,반려동물,남양주 조안면,위탁
호반,식료품,남양주 조안면,용품
온희,반려동물미용,남양주 호평동,미용
개편한펫택시,반려동물,남양주 호평동,병원
호평애견,반려동물,남양주 호평동,용품
호평마트약국,약국,남양주 호평동,약국
디테이,미용실,남양주 호평동,미용
다정약국,약국,남양주 호평동,약국
썬약국,약국,남양주 호평동,약국
열린약국,약국,남양주 호평동,약국
호평 참약국,약국,남양주 호평동,약국
뮤엘,인터넷상거래,남양주 호평동,용품
멍냥의민족 평내호평점,애견용품,남양주 호평동,용품
우릿,종합도소매,남양주 호평동,용품
독스,반려동물미용,남양주 평내동,미용
도그마캣 남양주평내점,반려동물용품,남양주 평내동,미용
러블리펫,반려동물미용,남양주 평내동,미용
개깎는중,반려동물미용,남양주 평내동,미용
까끄애견샵,반려동물호텔,남양주 평내동,위탁
멍끌,반려동물용품,남양주 평내동,미용
코코약국,약국,남양주 평내동,약국
애플매트 경기지사,"시트,매트,쿠션",남양주 평내동,용품
아침햇살약국,약국,남양주 평내동,약국
신성온누리약국,약국,남양주 금곡동,약국
성심동물병원,동물병원,남양주 금곡동,병원
미티맘마,동물사료제조,남양주 금곡동,용품
이츠펫 남양주금곡점,애견용품,남양주 금곡동,용품
유진약국,약국,남양주 금곡동,약국
물도리,한식,남양주 금곡동,한식
셀메드 비타민플러스약국,약국,남양주 금곡동,약국
인사이드독앤캣,애견용품,남양주 금곡동,용품
하남애견훈련소,애견훈련,남양주 금곡동,위탁
멍멍굿독,반려동물분양,남양주 일패동,위탁
슈퍼몬스터,애견용품,남양주 일패동,용품
제니스라인,반려동물,남양주 이패동,용품
펫클럽 양정점,애견용품,남양주 이패동,용품
더펫할인샵,애견용품,남양주 이패동,용품
킹불리,애견사료,남양주 삼패동,용품
코바이코,"전시,행사대행",남양주 일패동,병원
24시 하랑동물의료센터,동물병원,남양주 다산동,병원
황금산고양이,반려동물미용,남양주 다산동,미용
윤동물병원,동물병원,남양주 다산동,병원
아무도없개 다산테라타워점,반려동물용품,남양주 다산동,미용
나루 동물병원,동물병원,남양주 다산동,병원
견생냥품 남양주 도농역점,반려동물용품,남양주 다산동,미용
몽글,반려동물미용,남양주 다산동,미용
에르펫츠 강아지분양 고양이분양 다산점,반려동물분양,남양주 다산동,위탁
멍브라더 애견카페,반려동물호텔,남양주 다산동,위탁
축복애견,반려동물미용,남양주 다산동,미용
우리집강아지미용실,반려동물미용,남양주 다산동,미용
참사랑동물병원,동물병원,남양주 다산동,병원
헤이퍼피,반려동물미용,남양주 다산동,미용
그루밍아지,반려동물미용,남양주 다산동,미용
캣팰리스,반려동물미용,남양주 다산동,미용
열두달펫,반려동물미용,남양주 다산동,미용
다산 봄 동물병원,동물병원,남양주 다산동,병원
애견호텔도그캐슬 다산점,반려동물호텔,남양주 다산동,위탁
러브냥냥,반려동물미용,남양주 다산동,미용
다산애견미용실 깎을건댕,반려동물미용,남양주 다산동,미용
몽실몽실 애견미용실,반려동물미용,남양주 다산동,미용
아토 강아지미용실,반려동물미용,남양주 다산동,미용
씨유펫 다산중앙공원점,반려동물용품,남양주 다산동,미용
허숙희네 애견미용실,반려동물미용,남양주 다산동,미용
리움댕 다산애견미용,반려동물미용,남양주 다산동,미용
란이네멍살롱,반려동물미용,남양주 다산동,미용
이누애견,반려동물미용,남양주 다산동,미용
동그랑댕,반려동물미용,남양주 다산동,미용
우리동네 똥강아지,반려동물미용,남양주 다산동,미용
반짝반짝,반려동물용품,남양주 다산동,미용
코코스퀘어 남양주 다산 현대 프리미엄 아울렛점,반려동물,남양주 다산동,위탁
흰디하우스 현대프리미엄아울렛SPACE1점,반려견놀이터,남양주 다산동,위탁
유폴24시 애견셀프목욕 남양주점,반려동물미용,남양주 다산동,미용
몽르르 애견유치원&호텔,반려동물호텔,남양주 다산동,위탁
리드펫,반려동물미용,남양주 다산동,미용
하트돌리,반려동물미용,남양주 다산동,미용
탑동물병원,동물병원,남양주 다산동,병원
오구오구내새끼,반려동물,남양주 다산동,위탁
아무도없개 다산동점,반려동물용품,남양주 다산동,미용
견생냥품 다산현대캠퍼스몰점,반려동물용품,남양주 다산동,미용
미리내동물병원,동물병원,남양주 별내동,병원
몽쥬르,반려동물미용,남양주 별내동,미용
파파퍼피 도그 하우스,반려동물호텔,남양주 별내동,위탁
유미펫 강아지분양 고양이분양 남양주본점,반려동물분양,남양주 별내동,위탁
댕댕몽 애견미용&호텔,반려동물미용,남양주 별내동,미용
별내우리약국,약국,남양주 별내동,약국
별몽,반려동물미용,남양주 별내동,미용
쁘띠독,반려동물미용,남양주 별내동,미용
위드마롱,반려동물미용,남양주 별내동,미용
더데일리펫샵,반려동물미용,남양주 별내동,미용
댕하임,반려동물미용,남양주 별내동,미용
그개좋다냥,반려동물용품,남양주 별내동,미용
옳지,반려동물미용,남양주 별내동,미용
개화만사성,반려동물용품,남양주 별내동,미용
복실이 이발소,반려동물미용,남양주 별내동,미용
나는애견방문훈련소,애견훈련,남양주 별내동,위탁
포포네,애견카페,남양주 별내동,용품
별내소망약국,약국,남양주 별내동,약국
별가람약국,약국,남양주 별내동,약국
하우투아트미술교습소,미술교육,남양주 별내동,용품
한국애니멀전문가협회,"협회,단체",남양주 별내동,용품
아모망,종합도소매,남양주 별내동,용품
디자인원헬스,"연구,연구소",남양주 별내동,용품
마인즈,"과자,사탕,초코렛",남양주 별내동,용품
밋영,인터넷상거래,남양주 별내동,용품
